Project,Address,Round,Matching Amount
LOA Labs : Refi Conversations for the Global South,0xd2993E8217063c72BBE8c736404c7fC02adC9761,GR14 (Jun 2022),25.0932458
LOA Labs : Refi Conversations for the Global South,0xd2993E8217063c72BBE8c736404c7fC02adC9761,GR15 (Sep 2022),2828.28298
ReFi DAO 2050: A Diverse Founder-Led Impact Community,0xD2b4E046B3AE52078275f44Ef81BC19b4ED2872F,GR12 (Dec 2021),8655.81215
ReFi DAO 2050: A Diverse Founder-Led Impact Community,0xD2b4E046B3AE52078275f44Ef81BC19b4ED2872F,GR13 (Mar 2022),19272.4249
ReFi DAO 2050: A Diverse Founder-Led Impact Community,0xD2b4E046B3AE52078275f44Ef81BC19b4ED2872F,GR14 (Jun 2022),75000
ReFi DAO 2050: A Diverse Founder-Led Impact Community,0xD2b4E046B3AE52078275f44Ef81BC19b4ED2872F,GR15 (Sep 2022),52500
Mirage Arts Community - Putting into action or collective crafting and landscaping skills,0xd356A5Eb40F42702520eEf026eb6cF226e2a40Af,Beta (May 2023),9.87444412
BETTER,0xd376f916ecbdd0f948096ade5ce9594560fcd5e4,GG18 (Aug 2023),601.313055
BETTER,0xd376f916ecbdd0f948096ade5ce9594560fcd5e4,GG19 (Nov 2023),1597.73684
Scale EverGreenCoin for a Global Stage,0xd3A32347E28441bcefdED64B8d592E2CAEBEED3a,GR15 (Sep 2022),4.42960055
Fundación Tucultura,0xd3F0F07E1C4068B9e80FD641599324f5a768F10B,Beta (May 2023),72.8570075
Project: Themistoklis,0xd5bDc028aaEAb8D8fa1C5Bb577b6C4C3402559F6,GR14 (Jun 2022),9.84617216
Project: Themistoklis,0xd5bDc028aaEAb8D8fa1C5Bb577b6C4C3402559F6,GR15 (Sep 2022),0.54025044
Scaling Grassroots Commons for Local Regeneration in E. Africa and S. E. Asia,0xd68e5b216fc2af2854152eac501f9e00807d8c1d,Alpha (Jan 2023),1223.26
ReFi for Community Prosperity in East Africa & Asia,0xd68e5b216FC2AF2854152EAC501F9E00807d8C1d,GR15 (Sep 2022),4334.13552
$Earth - Solarpunk Dao,0xd6b97e042d03edbdc100eb55fbe43eb75f2e3036,Alpha (Jan 2023),7186.79
$Earth - Solarpunk Dao,0xd6b97e042d03EdBDc100Eb55fbE43Eb75f2e3036,Beta (May 2023),19465.9117
$Earth - Solarpunk Dao,0xd6b97e042d03EdBDc100Eb55fbE43Eb75f2e3036,GR14 (Jun 2022),79.0197812
$Earth - Solarpunk Dao,0xd6b97e042d03EdBDc100Eb55fbE43Eb75f2e3036,GR15 (Sep 2022),5148.31526
The JCR Club,0xd6c4632142362cc92ca67ba6477a1e2fb77f3b8d,GG19 (Nov 2023),982.572962
ReCommon,0xd704c5f9826191f3bd06cae867d0f20cafa8aeba,Alpha (Jan 2023),1305.85
ReCommon,0xd704c5f9826191f3bd06cae867d0f20cafa8aeba,GG18 (Aug 2023),3318.50342
ReCommon,0xd704c5f9826191f3bd06cae867d0f20cafa8aeba,GG19 (Nov 2023),1315.18896
Regenerative Community Land Trust x ReCommon,0xd704C5F9826191F3Bd06caE867d0f20CAfA8AeBA,GR14 (Jun 2022),216.498712
Commons Credit Working Group organized by ReCommon,0xd704C5F9826191F3Bd06caE867d0f20CAfA8AeBA,GR15 (Sep 2022),7245.65729
Regen Living Ecosystem - a collective impact initiative,0xD73eD2972F9c42c92A9b6ACb8D73db521D3bF0a6,GR14 (Jun 2022),3.32311809
Regen Living Ecosystem - a collective impact initiative,0xD73eD2972F9c42c92A9b6ACb8D73db521D3bF0a6,GR15 (Sep 2022),0.22877168
Fridays For Future Lebanon: Pan-Arab DeFi Solidarity,0xd91c2dd94f01617a434cdc2b4c0a8bf6895a1b38,GG18 (Aug 2023),174.880015
ValleyDAO - Democratizing Climate Synthetic Biology,0xD920E60b798A2F5a8332799d8a23075c9E77d5F8,GR15 (Sep 2022),2926.96771
Intentional DAO,0xd9def77285604ca341228ac38A51633031d5f666,GR15 (Sep 2022),64.7908454
REGEN LEAGUE: Protecting the Amazon Rainforest,0xd9F9B437f1AcD902F0373459af3fd76db5d07d29,GR15 (Sep 2022),81.1761897
Impact X Crypto Masterminds,0xDA47bdcC48f26FB4709f90316341D9104cB1fb89,GR13 (Mar 2022),91.8938613
Impact X Crypto Masterminds,0xDA47bdcC48f26FB4709f90316341D9104cB1fb89,GR14 (Jun 2022),0.53555521
Rescua.Earth,0xDbC3786e23c2b63c224298c1CBB82E373aAeC4FF,Beta (May 2023),94.4293611
Ogallala Life,0xdbf39338645ec8fc0b68781b9204f2521c3bdfc4,GG18 (Aug 2023),1675.83438
Helios - High Impact Solar in Emerging Markets,0xdc2a4bf46ef158f86274c02bd7f027f31da9ebc1,GG18 (Aug 2023),3300.15705
Helios - High Impact Solar in Emerging Markets,0xdc2a4bf46ef158f86274c02bd7f027f31da9ebc1,GG19 (Nov 2023),2603.57175
Saplings NFT,0xdcF4396511d02805D74D09F2cdd7de8C75b4df1D,GR15 (Sep 2022),76.3867951
Green Digital Guardians,0xDD8422dA958D7B9773B033717ECCCE0fBB26CE01,Beta (May 2023),718.158585
AgroforestDAO,0xdd866169dbcf639ed57f0020c5c9f4f4e1aab263,Alpha (Jan 2023),4321.45
AgroforestDAO,0xdD866169DBCf639ed57f0020c5C9F4F4E1AAB263,Beta (May 2023),9357.24493
AgroforestDAO,0xdD866169DBCf639ed57f0020c5C9F4F4E1AAB263,GR14 (Jun 2022),617.033564
AgroforestDAO,0xdD866169DBCf639ed57f0020c5C9F4F4E1AAB263,GR15 (Sep 2022),4295.61972
Expand the Digital Carbon Market to Paris Agreement carbon credits.,0xdDe104D6c45906399c61aaDCA2d460b68Ce27897,GR12 (Dec 2021),3304.71843
Expand the Digital Carbon Market to Paris Agreement carbon credits.,0xdDe104D6c45906399c61aaDCA2d460b68Ce27897,GR13 (Mar 2022),1741.53948
Expand the Digital Carbon Market to Paris Agreement carbon credits.,0xdDe104D6c45906399c61aaDCA2d460b68Ce27897,GR14 (Jun 2022),314.149803
Expand the Digital Carbon Market to Paris Agreement carbon credits.,0xdDe104D6c45906399c61aaDCA2d460b68Ce27897,GR15 (Sep 2022),166.125238
Vanara,0xde43fae84691991d16635f40e6bcd26fd41be887,GG18 (Aug 2023),182.214563
"OpenCampusDAO: Decentralized-CosmoLocal, Regenerative LivingLabs and Scientific Production Spaces",0xde6843c5cde24472da420c70e074c890d17b4e28,GG19 (Nov 2023),702.760606
"OpenCampus, Evolving into a DAO Based ReFi and DeSci Space",0xdE6843c5cdE24472dA420c70E074C890d17B4E28,GR15 (Sep 2022),2273.1158
Ecorise DAO - Decentralized Ecosystem Protection and Regeneration,0xe01B4C4d1Cb0d15e3f6cE0182e4d98F882058876,GR13 (Mar 2022),268.479122
Ecorise DAO - Decentralized Ecosystem Protection and Regeneration,0xe01B4C4d1Cb0d15e3f6cE0182e4d98F882058876,GR14 (Jun 2022),357.0599
Ecorise DAO - Decentralized Ecosystem Protection and Regeneration,0xe01B4C4d1Cb0d15e3f6cE0182e4d98F882058876,GR15 (Sep 2022),192.985435
Bundle: Carbon Markets,0xe07b0f3c2a669b656476e4d6a054f4922d539d3d,Alpha (Jan 2023),4874.18
Oblivion: A Utopian Fantasy Series,0xe0b30a6D8d8629D5E3dFAE800a08B0E95EF691FC,GR14 (Jun 2022),2.17842269
Circonomy | Turning Capital Goods to Public Goods - the Circular Economics DAO,0xe0c4006CDeEC29520294a3ba6acD4be9D96D069A,GR13 (Mar 2022),0.85618411
Circonomy | Turning Capital Goods to Public Goods - the Circular Economics DAO,0xe0c4006CDeEC29520294a3ba6acD4be9D96D069A,GR14 (Jun 2022),0.26331666
PLANETARY DAO - PLANETARY CITIZENSHIP (W3ID) (Global Government /Global Tax/Global Money/UBI),0xe0da208c5C29D1e89b16c018303B02A89709a1EF,GR13 (Mar 2022),21.9667914
PLANETARY DAO - PLANETARY CITIZENSHIP (W3ID) (Global Government /Global Tax/Global Money/UBI),0xe0da208c5C29D1e89b16c018303B02A89709a1EF,GR14 (Jun 2022),63.6160173
diosdao.xyz by Mycelia : Indigenous Public Goods for Global Coordination,0xE16d638ac6Ab5975Df419F2748EA494542Da5247,Beta (May 2023),249.780792
Raiz Vertical Farms,0xe18969200adA284BC1d864A3E7f6E51Dc004eAcB,GR14 (Jun 2022),1.42197047
Raiz Vertical Farms,0xe18969200adA284BC1d864A3E7f6E51Dc004eAcB,GR15 (Sep 2022),0.26706528
Connecting Charities to NFTs,0xE4676b9F786535597f1a3890F9362e7499f5dEe0,GR14 (Jun 2022),68.3676348
Connecting Charities to NFTs,0xE4676b9F786535597f1a3890F9362e7499f5dEe0,GR15 (Sep 2022),0.29427864
OpenOA-open source infrastructure for improved renewable energy deployment,0xE4BF7CEb097ED17723bd02fFa3D5f45E9C26bdbf,GR13 (Mar 2022),57.1936287
"AYOWECCA UGANDA: Training rural farmers & indigenous communities on regenerative agriculture and planting fruit trees in schools, health centers & churches",0xe559e959b891b14eb5a9dde45c61b1aeb0b6df4b,GG18 (Aug 2023),5063.22659
"AYOWECCA UGANDA: Training rural farmers & indigenous communities on regenerative agriculture and planting fruit trees in schools, health centers & churches",0xE559e959b891b14eB5A9DdE45C61b1aEb0b6DF4B,Beta (May 2023),4417.27325
"Planting fruit trees in Schools, Health centers and Churches across Tororo district in Uganda East Africa / Ecosystems Restoration in Uganda.",0xE559e959b891b14eB5A9DdE45C61b1aEb0b6DF4B,GR12 (Dec 2021),2431.12267
"AGROFROSTRY, CLIMATE CHANGE, ECOSYSTEMS AND FORESTS",0xE559e959b891b14eB5A9DdE45C61b1aEb0b6DF4B,GR13 (Mar 2022),5318.37927
"AGROFROSTRY, CLIMATE CHANGE, ECOSYSTEMS AND FORESTS",0xE559e959b891b14eB5A9DdE45C61b1aEb0b6DF4B,GR14 (Jun 2022),5395.31262
"AGROFROSTRY, CLIMATE CHANGE, ECOSYSTEMS AND FORESTS",0xE559e959b891b14eB5A9DdE45C61b1aEb0b6DF4B,GR15 (Sep 2022),706.895989
MesoReefDAO - Regenerating Reef Conservation with DeSci Web3 tools,0xE6FF2e03BB419E91D67bB537FcDa9AdE555deD88,Beta (May 2023),402.567088
SAVING ANCIENT FOREST STOPS CLIMATE CHANGE - A LOCAL ACTION WITH GLOBAL IMPACT THAT'S NEAR THE FINISH LINE!,0xe915EE741Ac2773a655059818cf3b71dEd04F337,GR14 (Jun 2022),319.962326
SAVING ANCIENT FOREST STOPS CLIMATE CHANGE - A LOCAL ACTION WITH GLOBAL IMPACT THAT'S NEAR THE FINISH LINE!,0xe915EE741Ac2773a655059818cf3b71dEd04F337,GR15 (Sep 2022),16.9722799
Ecofrontiers: Crypto Natural Capital Aggregator,0xe9b195302ae30d598616a099d4758eb5219c1249,GG19 (Nov 2023),1153.22386
Traditional Dream Factory,0xea418c935e829cf0975e869b17aecae6f971ca9f,GG18 (Aug 2023),961.275501
Traditional Dream Factory,0xea418c935e829cf0975e869b17aecae6f971ca9f,GG19 (Nov 2023),1805.70669
Restore Charities: Restore Earth – Supporting climate change charities affected by the collapse of $UST.,0xEAcFD71e116B6BeaE34fd6B48deB42A9f63f7f57,GR14 (Jun 2022),2.33891172
Climate & Nature Hyperstructure | .basin,0xEAF9830bB7a38A3CEbcaCa3Ff9F626C424F3fB55,Beta (May 2023),3251.31257
LunarPunk_Labs,0xec0bac229c1ea758383fbd31229f3bc0add6a0b7,GG19 (Nov 2023),989.731254
Connecting Web3 & Community w/ IRL Climate Solution Development & Deployment,0xEC27E57371D205f9373C21EFbF5B0c96D13a3247,GR12 (Dec 2021),1.46870182
Connecting Web3 & Community w/ IRL Climate Solution Development & Deployment,0xEC27E57371D205f9373C21EFbF5B0c96D13a3247,GR13 (Mar 2022),1378.10012
Connecting Web3 & Community w/ IRL Climate Solution Development & Deployment,0xEC27E57371D205f9373C21EFbF5B0c96D13a3247,GR14 (Jun 2022),9.41878983
Open Source Window Mount Energy Recovery Ventilator - (material production),0xEc745738060d56fe95298b4eB0bFa41bbbabE467,GR14 (Jun 2022),11.0928015
Safi Protocol,0xed8cba14a9c5097e4bb1719bf787c5a13e79ebd7,GG18 (Aug 2023),1956.30591
Aether + Earth + Art,0xef1ADa5697985eC99455BD7Cb7285F017552B592,GR14 (Jun 2022),568.527404
NeptuneChain,0xEf5d92B78Ca8e3c18d0Eb272acd15f93525C8fED,GR13 (Mar 2022),63.8330035
NeptuneChain,0xEf5d92B78Ca8e3c18d0Eb272acd15f93525C8fED,GR14 (Jun 2022),5.4632229
NeptuneChain,0xEf5d92B78Ca8e3c18d0Eb272acd15f93525C8fED,GR15 (Sep 2022),55.1373836
Web3beach,0xefedaf9c07e6eb56bb8f82f30018e4461b1c5f4c,Alpha (Jan 2023),3161.95
Web3beach,0xefedaf9c07e6eb56bb8f82f30018e4461b1c5f4c,GG18 (Aug 2023),9703.56751
Web3beach,0xefedaf9c07e6eb56bb8f82f30018e4461b1c5f4c,GG19 (Nov 2023),2608.83315
Web3beach,0xEFEdaf9c07E6eB56BB8F82f30018e4461B1c5F4c,Beta (May 2023),14893.8592
Web3beach - Social and Environmental Impact Onboarding in LatAm,0xEFEdaf9c07E6eB56BB8F82f30018e4461B1c5F4c,GR15 (Sep 2022),3601.1775
BaseX - universal evaluation engine. Impact. Externalities. Cobenefits.,0xf0b0ad55defef767042203eb945ea77294a3974e,GG19 (Nov 2023),484.737193
Empathia,0xf263c33Faa2E900Ff036b3904082af96aF8AFbF7,Beta (May 2023),110.844451
"Nawonmesh - Regenerating Buxar (Bihar, India)",0xf2e8558645fa9a85bf2738219941a61da5a63241,GG18 (Aug 2023),1465.03107
"Nawonmesh - Regenerating Buxar (Bihar, India)",0xF2E8558645fa9A85BF2738219941a61dA5a63241,Beta (May 2023),314.024819
Circonomy: “Circularity-as-a-Service” | Get cryptoback for recycling,0xF2f1F58E6940531fFd4e42e3778E624306c30e95,GR15 (Sep 2022),2.32870116
WaterDAO,0xf427ebbeb0aee1b06c99333001009188b5086934,Alpha (Jan 2023),12498.4
ecoToken Pilot and Protocol Development,0xF427EbbEb0AeE1b06C99333001009188B5086934,GR13 (Mar 2022),63.7344114
ecoToken Methane Reduction Protocol Development,0xF427EbbEb0AeE1b06C99333001009188B5086934,GR14 (Jun 2022),13.867169
ecoToken Methane Reduction Protocol Development,0xF427EbbEb0AeE1b06C99333001009188B5086934,GR15 (Sep 2022),4021.3089
Endangered Tokens DAO: Endangered Trees as ReFi Biodiversity Assets & Public Registry,0xf61cfa1910f9ef29c70cf744f59cd50534d2b109,GG18 (Aug 2023),5490.18924
Endangered Tokens DAO: Endangered Trees as ReFi Biodiversity Assets & Public Registry,0xf61cfa1910f9ef29c70cf744f59cd50534d2b109,GG19 (Nov 2023),3205.15783
Bloom Network,0xf64bbc221f89cc882fba507908bbe4ae3ad2f470,Alpha (Jan 2023),8030.02
Bloom Network,0xF64bBc221f89cc882fBa507908bbE4Ae3Ad2F470,Beta (May 2023),3216.59669
Bloom Network,0xF64bBc221f89cc882fBa507908bbE4Ae3Ad2F470,GR12 (Dec 2021),11950.8625
Bloom Network,0xF64bBc221f89cc882fBa507908bbE4Ae3Ad2F470,GR13 (Mar 2022),1153.03645
Bloom Network,0xF64bBc221f89cc882fBa507908bbE4Ae3Ad2F470,GR14 (Jun 2022),2812.14386
Bloom Network,0xF64bBc221f89cc882fBa507908bbE4Ae3Ad2F470,GR15 (Sep 2022),8290.06353
NFP (Non-Fungible Plants),0xf75b89857cd1aed40f5b9cf39994775de25ad1f5,GG18 (Aug 2023),1232.82366
NFP (Non-Fungible Plants),0xf75b89857cd1aed40f5b9cf39994775de25ad1f5,GG19 (Nov 2023),1126.4177
Non-Fungible Plants,0xf75b89857cD1AED40F5B9Cf39994775de25aD1F5,Beta (May 2023),1483.78128
Grow Your Own Cloud - Developing Regenerative Data Storage,0xf75b89857cD1AED40F5B9Cf39994775de25aD1F5,GR14 (Jun 2022),0.65573073
Grow Your Own Cloud - Developing Regenerative Data Storage,0xf75b89857cD1AED40F5B9Cf39994775de25aD1F5,GR15 (Sep 2022),18.8850133
"Decentralized Monitoring, Reporting and Verification- dMeter",0xf7c163C94441673FD3B998910FFcc596d8E34DF8,GR15 (Sep 2022),2742.60648
ReeFi-DAO's digital twin of Australia's Great Barrier Reef,0xF8507cE3031fBe26664D00278f4a45bE19FF11Cb,GR13 (Mar 2022),1387.61863
ReeFi-DAO's digital twin of Australia's Great Barrier Reef,0xF8507cE3031fBe26664D00278f4a45bE19FF11Cb,GR14 (Jun 2022),79.7380042
ReeFi-DAO's digital twin of Australia's Great Barrier Reef,0xF8507cE3031fBe26664D00278f4a45bE19FF11Cb,GR15 (Sep 2022),815.780348
Traditional Dream Factory,0xf905c05a274b4775432b43D1b651e26039ec6354,GR14 (Jun 2022),19.2115218
Traditional Dream Factory,0xf905c05a274b4775432b43D1b651e26039ec6354,GR15 (Sep 2022),0.10982206
Mini Meadows,0xFA367C28738da5Fd1661EF3D419e895Fe8A0733C,Beta (May 2023),411.03708
Coral Connect,0xfad96031f28bcce112fbf71f207a9302d64d937e,GG19 (Nov 2023),1120.06808
Atlantis,0xfbca78474a09e2bf3543f4fc1037152ea2c6c32d,Alpha (Jan 2023),15332.9
Atlantis: Home to Changemakers,0xfbca78474a09e2bf3543f4fc1037152ea2c6c32d,GG18 (Aug 2023),23859.106
Atlantis,0xfbca78474a09e2bf3543f4fc1037152ea2c6c32d,GG19 (Nov 2023),4777.85562
Atlantis,0xfbCA78474A09E2BF3543f4Fc1037152ea2c6C32d,Beta (May 2023),22296.4531
"Atlantis, The Climate Network",0xfbCA78474A09E2BF3543f4Fc1037152ea2c6C32d,GR15 (Sep 2022),1677.50083
Cambiatus,0xFc27B375fAf1FBd3F3462044Cf810082F042a45B,Beta (May 2023),687.641385
Cambiatus: New organizations for the planet regeneration,0xFc27B375fAf1FBd3F3462044Cf810082F042a45B,GR15 (Sep 2022),3116.91251
"Treegens(🌱,🌳)",0xfc9265a28f66cf4561d74a4e25d7bbd3f482b8e6,GG19 (Nov 2023),5099.5994
Treegens - The Most Transparent & Rewarding Tree Planting,0xfC9265A28f66CF4561D74A4E25D7Bbd3F482B8e6,Beta (May 2023),32625.1822
carbonlinked,0xfd9d5f198207c684edfffd2675f20f581771387f,GG18 (Aug 2023),1116.76992
Barichara Regeneration Fund – Prototyping a Bioregional Regenerative Economy,0xfd9f8a0f4bdeac72f08af1c708023cc31dd2e3be,GG18 (Aug 2023),2541.20117
Barichara Regeneration Fund – Prototyping a Bioregional Regenerative Economy,0xFd9F8A0f4bdEaC72F08AF1c708023cC31dD2E3BE,Beta (May 2023),8257.832
Barichara Regeneration Fund – Prototyping a Bioregional Regenerative Economy,0xFd9F8A0f4bdEaC72F08AF1c708023cC31dD2E3BE,GR15 (Sep 2022),16303.3573
GainForest: A global conservation basic income enabled by AI and web3,0xff26ff91d74cb25874f48ee0a8b4a2e1ad611451,GG18 (Aug 2023),3941.43041
GainForest: A global conservation basic income enabled by AI and web3,0xff26ff91d74cb25874f48ee0a8b4a2e1ad611451,GG19 (Nov 2023),3151.69527
dMeter,0xffe4f14e859c0213d5ae0d85bf182438c5b453e2,GG18 (Aug 2023),2144.09633
Planetary CARE - Carbon & Biodiversity Credits to Build Food Ecosystems,0xFFF1BcdcBb3F6e13143ec95e0295719d33D97bF3,GR14 (Jun 2022),275.361602
Barichara Regeneration Fund ��� Prototyping a Bioregional Regenerative Economy,,Alpha (Jan 2023),14106.58
